4;21.08.2020;7;3;1
4;22.08.2020;11;3;1
4;23.08.2020;9;3;1
4;24.08.2020;6;3;1
4;25.08.2020;6;3;1
4;26.08.2020;9;3;1
4;27.08.2020;6;3;1
4;28.08.2020;6;3;1
4;29.08.2020;7;3;1
4;30.08.2020;6;3;1
4;31.08.2020;11;3;1
4;01.09.2020;11;3;1
4;02.09.2020;6;3;1
4;03.09.2020;7;3;1
4;04.09.2020;7;3;1
4;05.09.2020;10;3;1
4;06.09.2020;8;3;1
4;07.09.2020;10;3;1
4;08.09.2020;10;3;1
4;09.09.2020;8;3;1
4;10.09.2020;9;3;1
4;11.09.2020;6;3;1
4;12.09.2020;6;3;1
4;13.09.2020;6;3;1
4;14.09.2020;9;3;1
4;15.09.2020;10;3;1
4;16.09.2020;8;3;1
4;17.09.2020;7;3;1
4;18.09.2020;11;3;1
4;19.09.2020;10;3;1
4;20.09.2020;6;3;1
4;21.09.2020;9;3;1
4;22.09.2020;10;3;1
4;23.09.2020;10;3;1
4;24.09.2020;10;3;1
4;25.09.2020;9;3;1
4;26.09.2020;11;3;1
4;27.09.2020;11;3;1
4;28.09.2020;8;3;1
4;29.09.2020;11;3;1
4;30.09.2020;10;3;1
5;01.08.2020;10;3;1
5;02.08.2020;6;3;1
5;03.08.2020;9;3;1
5;04.08.2020;7;3;1
5;05.08.2020;10;3;1
5;06.08.2020;9;3;1
5;07.08.2020;8;3;1
5;08.08.2020;11;3;1
5;09.08.2020;9;2;1
5;10.08.2020;6;2;1
5;11.08.2020;11;2;1
5;12.08.2020;7;2;1
5;13.08.2020;8;2;1
5;14.08.2020;11;2;1
5;15.08.2020;9;2;1
5;16.08.2020;8;2;1
5;17.08.2020;9;2;1
5;18.08.2020;7;2;1
5;19.08.2020;11;2;1
5;20.08.2020;6;2;1
5;21.08.2020;6;2;1
5;22.08.2020;11;3;1
5;23.08.2020;8;3;1
5;24.08.2020;6;3;1
5;25.08.2020;11;3;1
5;26.08.2020;8;3;1
5;27.08.2020;6;3;1
5;28.08.2020;9;3;1
5;29.08.2020;8;3;1
5;30.08.2020;7;3;1
5;31.08.2020;8;3;1
5;01.09.2020;0;3;1
5;02.09.2020;0;3;1
5;03.09.2020;7;3;1
5;04.09.2020;8;3;1
5;05.09.2020;11;3;1
5;06.09.2020;9;3;1
5;07.09.2020;11;3;1
5;08.09.2020;11;3;1
5;09.09.2020;6;3;1
5;10.09.2020;8;3;1
5;11.09.2020;6;3;1
5;12.09.2020;10;3;1
5;13.09.2020;6;3;1
5;14.09.2020;10;4;1
5;15.09.2020;6;4;1
5;16.09.2020;9;4;1
5;17.09.2020;7;4;1
5;18.09.2020;7;4;1
5;19.09.2020;10;4;1
5;20.09.2020;7;4;1
5;21.09.2020;0;4;2
5;22.09.2020;0;4;2
5;23.09.2020;6;4;2
5;24.09.2020;7;4;2
5;25.09.2020;8;4;2
5;26.09.2020;9;4;2
5;27.09.2020;11;4;2
5;28.09.2020;11;4;2
5;29.09.2020;8;4;2
5;30.09.2020;9;4;2
